% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=985740, Sun Dec 16 04:59:11 2018
1 8 0.405962204491 1.0000400008 84.923585872 8.4923585871991335e+01 104.670971608 116.900086055   
2 16 0.382303938871 1.10769883486 75.201876312 7.5201876312027935e+01 92.6074758132 101.725960229   
3 24 0.349717738358 1.22580404747 73.918707538 7.3918707537987714e+01 96.1697999521 110.899713941   
4 32 0.291065352429 1.20351226736 71.4785180288 7.1478518028843112e+01 97.9849872008 111.238340367   
5 40 0.316521962844 1.30075616099 71.4785180288 8.0364184516042187e+01 103.060238304 108.163288878   
6 48 0.297708727965 1.45806793508 71.4785180288 7.7768165218569735e+01 94.2915608307 99.1529805317   
7 56 0.287168651516 1.49603361656 67.0689638786 6.7068963878601707e+01 88.8643931617 100.272364982   
8 64 0.261226557654 1.49173324795 67.0689638786 7.7801270829445627e+01 90.7789658342 108.882615943   
9 72 0.249881472998 1.5193678552 59.7613319179 5.9761331917929816e+01 94.6071804874 101.595665412   
10 80 0.264514899783 1.62961000326 59.7613319179 7.3051079635683905e+01 94.225308132 112.130499153   
11 88 0.229668483723 1.81211127161 59.7613319179 7.2837312054760901e+01 89.525285909 115.195250549   
12 96 0.199804358507 1.80149156985 49.7440929572 4.9744092957154493e+01 90.0654287199 95.5610942326   
13 104 0.185943933263 1.78337562424 49.7440929572 7.4054732776505162e+01 83.431864362 95.9819116229   
14 112 0.162566999203 1.8767086719 49.7440929572 7.1180527733576881e+01 85.6817130374 104.035485306   
15 120 0.15256241767 1.89290164881 49.7440929572 7.0104996214055575e+01 78.061253044 101.237746748   
16 128 0.145349007513 1.9806605434 49.7440929572 5.3148114906113044e+01 84.508083335 93.4776127665   
17 136 0.132521056762 2.03757242381 49.7440929572 5.8394308232175746e+01 82.9327252307 92.5569225201   
18 144 0.126192828517 2.09764302944 49.7440929572 6.5680422373108456e+01 85.4726474709 104.498181021   
19 152 0.123205338601 2.10100598457 49.7440929572 6.5116720535659681e+01 85.2875912531 101.736493625   
20 160 0.107689233367 2.37580880807 49.7440929572 6.2003149532964684e+01 80.0616704817 95.7719659634   
21 168 0.107202783198 2.41896970142 49.7440929572 5.7501907614707633e+01 66.4457409944 89.4008206595   
22 176 0.104820911543 2.41064636517 49.7440929572 6.1225175313183392e+01 84.8229139032 90.0532204806   
23 184 0.0981311907657 2.30584881847 49.7440929572 6.4582823209561212e+01 80.9262341179 89.4897834422   
24 192 0.106200532968 2.38331634191 49.7440929572 6.3270766903998066e+01 81.0270416582 95.2040170754   
25 200 0.0929613227323 2.39141183848 49.7440929572 4.9953645007216295e+01 86.4772992127 91.5750887679   
26 208 0.0772356699443 2.47909796077 49.7440929572 6.0021528989743963e+01 83.4123077653 89.5766934936   
27 216 0.06982988747 2.56489465237 49.7440929572 5.7439207708335175e+01 76.3570236371 85.8922674483   
28 224 0.0708578075692 2.41375468355 49.7440929572 5.3028375048021033e+01 81.9629008082 86.9158644508   
29 232 0.0709272170443 2.41407666009 36.6388183284 3.6638818328400490e+01 76.6097428996 90.9333954845   
30 240 0.0676139100925 2.53742178922 36.6388183284 4.6657690621341935e+01 69.6116331639 71.3808664538   
31 248 0.0659365583074 2.62324084295 36.6388183284 4.7365634155634737e+01 70.4406728243 90.6180393192   
32 256 0.0613871543744 2.3899873202 36.6388183284 6.8647637415032335e+01 85.4274521531 92.9188122044   
33 264 0.0650178108749 2.42868605294 36.6388183284 6.1180434209321604e+01 71.9051865718 94.2924149775   
34 272 0.0646684257562 2.53459850072 36.5744687145 3.6574468714470591e+01 72.4694524375 93.6338916767   
35 280 0.0753576466788 2.59886223353 36.5744687145 6.7005281222772709e+01 81.041305292 96.0937562974   
36 288 0.0663443040166 2.57706481657 36.5744687145 5.6220274708959352e+01 74.0364109438 83.753237577   
37 296 0.0567180975997 2.50944588401 36.5744687145 5.0450809220082682e+01 78.0866754786 88.0360994438   
38 304 0.0549150376839 2.50487870773 36.5744687145 6.6264467195537819e+01 80.9396744382 90.8476092326   
39 312 0.0540757732712 2.56336404679 36.5744687145 6.4991441093409236e+01 81.6012677132 91.8239237101   
40 320 0.0512381493481 2.47834597123 36.5744687145 5.6041723504181334e+01 79.6016568629 86.5403445931   
41 328 0.0484164234957 2.60377586499 36.5744687145 4.2420953077817252e+01 67.4810864593 82.631640865   
42 336 0.0485447773867 2.56379848055 36.5744687145 5.0414356005606962e+01 80.3395021039 96.463942903   
43 344 0.0443357732664 2.59802753323 36.5744687145 6.0833705796276540e+01 79.1444664467 89.520962293   
44 352 0.0395540947793 2.67319134011 36.5744687145 5.8840298095481636e+01 74.9158016267 90.3363594765   
45 360 0.0378924082351 2.70935159338 36.5744687145 5.7110896919384516e+01 83.2623017999 90.4542368644   
46 368 0.03622400474 2.72846904241 36.5744687145 5.7243994975247787e+01 69.7300158103 89.7727785142   
47 376 0.0363252825233 2.77259971499 36.5744687145 6.2217386604451619e+01 75.974498795 84.6777673494   
48 384 0.0333834165442 3.15503101425 36.5744687145 6.0186204209359737e+01 81.6376237307 87.4141749898   
49 392 0.031510880261 3.03540790966 36.5744687145 5.4667144927905603e+01 82.23113204 88.9238940242   
50 400 0.0315234828511 3.03064860288 36.5744687145 5.1200352675337939e+01 72.252607673 94.549357295   
51 408 0.0357546297923 3.00259121283 36.5744687145 5.8682130728652560e+01 72.9299863688 86.2169594853   
52 416 0.0394027496517 3.49707432804 36.5744687145 5.3099959121411203e+01 78.1999381894 90.0169764403   
53 424 0.0406957950572 4.03363918303 36.5744687145 5.4068513588760034e+01 71.1588079768 89.227850411   
54 432 0.0424953282986 4.25399550114 36.5744687145 4.4329667630142922e+01 67.753922255 93.6783466781   
55 440 0.0389829661443 4.14169250924 36.5744687145 5.1531246227073524e+01 69.7675349512 101.186983064   
56 448 0.0380795070733 4.03344251301 36.5744687145 5.2829939445341225e+01 74.4609210526 89.584950614   
57 456 0.0395483212512 4.32493342289 36.5744687145 6.0326223370036033e+01 69.139981416 90.2663010911   
58 464 0.0439656981964 4.5173506399 36.5744687145 5.2981909387713202e+01 77.7183034187 89.7200192364   
59 472 0.048641832242 4.34071469739 36.5744687145 5.6074496904866436e+01 86.5609101328 101.171027201   
60 480 0.0485445124883 4.19791836642 36.5744687145 5.9805611525494960e+01 77.4833273819 90.0700585078   
61 488 0.0503328896572 4.11643713514 36.5744687145 4.2408196836063773e+01 69.672955015 87.4114934298   
62 496 0.0451248886204 4.55454287657 36.5744687145 6.1867573866684239e+01 71.6352410844 84.1439263324   
63 504 0.042814048359 4.56993544582 36.5744687145 6.4489135599758185e+01 73.1917811311 81.0751640506   
64 512 0.0418841507765 4.25694668083 36.5744687145 6.9579453311443544e+01 85.9542856108 95.7843457756   
65 520 0.0456557909014 4.42388163278 36.5744687145 5.8812831030003295e+01 88.3785089094 96.7757737125   
66 528 0.0539847491279 4.62332022014 36.5744687145 5.6052926151321344e+01 84.454314737 90.0310022221   
67 536 0.0522851946303 5.08914827582 36.5744687145 5.3108860960474779e+01 78.5611370688 96.0640451822   
68 544 0.059313665858 5.0097436995 36.5744687145 6.9114096162779546e+01 83.8332958168 99.8439058994   
69 552 0.0643548312287 5.62146035668 36.5744687145 6.4416370393794196e+01 77.1382433852 86.2287353308   
70 560 0.0721120733554 5.70166895498 36.5744687145 5.8749526739452847e+01 77.3597306082 87.5531859461   
71 568 0.066417352218 6.30281811723 36.5744687145 6.5623576406655673e+01 86.6321519242 100.368632017   
72 576 0.0597654272857 6.26834735908 36.5744687145 7.1595398380528550e+01 79.654776382 82.6450516899   
73 584 0.0584525571141 6.48992168015 36.5744687145 6.2620548000728341e+01 71.6077051038 87.2091689594   
74 592 0.0576083852453 6.69298714568 36.5744687145 5.6348305464476816e+01 73.8208355432 93.0283860774   
75 600 0.0614501145734 6.97777580351 36.5744687145 5.6097067170022108e+01 79.5006499367 97.9769716647   
76 608 0.0621301577266 7.02194779563 36.5744687145 5.3859960868733651e+01 79.7937496195 87.0109716437   
77 616 0.0710247525433 7.74745336284 36.5744687145 4.7804976068116872e+01 63.1993850855 86.7645884803   
78 624 0.0685838326528 7.47781243399 36.5744687145 4.6551885589815491e+01 82.401017694 93.9628998653   
79 632 0.062229132653 8.31380757775 36.5744687145 5.5517397695967084e+01 71.7305039294 91.5281567126   
80 640 0.0640217936352 7.91976916918 36.5744687145 5.8404237446175557e+01 88.1234007272 93.3449086954   
81 648 0.0633743545274 8.75556831349 36.5744687145 6.0035098430868615e+01 84.2913871814 94.2909169213   
82 656 0.0681622405979 8.05910960906 36.5744687145 6.3156401114018429e+01 84.4319290399 88.9382109823   
83 664 0.0595844696815 8.84381637677 36.5744687145 5.5302982858532999e+01 74.8423231303 89.3194237761   
84 672 0.0477539192568 9.24265579608 36.5744687145 5.2530651395542435e+01 76.4868889253 90.3506064513   
85 680 0.0451882834147 9.08838734184 36.5744687145 5.0249117892407583e+01 75.3726313248 91.8044893109   
86 688 0.0460719713656 8.48100367272 36.5744687145 6.0970542817097169e+01 76.3786472315 86.858851108   
87 696 0.0448201976309 8.55682608338 36.5744687145 5.1572718734391088e+01 69.1619150436 85.3031264291   
88 704 0.0454027265992 9.10729741854 36.5744687145 6.2714074835989180e+01 82.8805361394 92.5685818404   
89 712 0.0459084894404 8.88444428055 36.5744687145 5.3528077640865163e+01 59.6962623069 63.0755354878   
90 720 0.0391298179512 9.65241954251 36.5744687145 5.0870901677881392e+01 74.741977462 83.885686609   
91 728 0.0349831095921 9.11034065801 36.5744687145 5.1067077792504691e+01 73.7429381897 83.371188213   
92 736 0.0347600215478 8.65347627899 36.5744687145 4.4956303547999141e+01 71.9273803613 93.4177099345   
93 744 0.035004681 8.65627074157 36.5744687145 4.7991510157061981e+01 66.0359799254 87.2005158325   
94 752 0.0352142440994 8.21765749148 36.5744687145 3.8676596254038088e+01 75.2759903446 88.4637840828   
95 760 0.0367029299592 8.36505515887 36.5744687145 5.6015747935290342e+01 73.3328258851 90.1384146379   
96 768 0.0358214423666 8.71649971064 36.5744687145 4.8183401448642798e+01 72.9713261894 87.3657809008   
97 776 0.0323239497045 9.02821997724 36.5744687145 5.5705189213767525e+01 72.3945358837 101.579122426   
